Origin_City,Destination_City,Distance_km,Vehicle_Type,Fuel_Consumption_ltr,Delivery_Time_hrs,Passenger_Count,Freight_Weight_tons,Accident_Occurred,Safety_Rating
Kanchipuram,Salem,335,Car,20.76774475205211,12.328178968656502,25,11.980473999983673,1,5.183634838477075
Coimbatore,Kanchipuram,70,Van,37.1400166550054,13.676786383043698,43,8.553751316760982,1,2.578938118112764
Vellore,Madurai,100,Truck,18.010624437395744,3.754083873674882,26,1.4745914356978438,0,7.028933444246346
Kanchipuram,Kanchipuram,65,Car,44.95180900246647,23.71787083897239,21,9.284411235658295,1,8.722643083613487
Vellore,Madurai,79,Bus,14.556675473448074,7.437275396136336,45,8.691929013137866,0,1.138472789751137
Thoothukudi,Chennai,292,Van,20.142638957587238,10.931552979205017,46,5.633230143638267,1,1.887068686896447
Coimbatore,Thoothukudi,369,Bus,45.95515657584909,12.709391989263716,12,12.613035604748365,0,6.019162573395734
Coimbatore,Kanchipuram,203,Car,34.54425378591711,20.549202893341242,42,4.561059567946161,1,5.993739823153004
Coimbatore,Trichy,274,Bus,14.164899772211381,21.647788015175692,23,1.8144342916159084,0,7.64075451706784
Kanchipuram,Kanchipuram,32,Car,33.288540552835286,15.7900557731214,39,6.841387855333167,0,4.937740789168179
Erode,Erode,349,Van,25.212585582334608,8.252150740555404,31,3.915049230544547,1,7.960867529378103
Chennai,Kanchipuram,91,Truck,29.90471236704329,12.796820096386746,15,19.047177082838598,1,5.544501700057529
Kanchipuram,Tirunelveli,314,Truck,6.301301113460226,2.107439292306509,39,3.2941595742210494,0,6.002543510356223
Tirunelveli,Trichy,359,Truck,23.758491441727198,19.91418929220936,5,5.233684633243979,0,3.4128189844249315
Chennai,Kanchipuram,313,Van,29.10809477201218,15.03602380219975,45,7.442696836208238,0,3.859130841181673
Trichy,Chennai,471,Truck,38.80678939764198,2.869920446543646,1,1.5109908578791986,1,9.703297560572572
Erode,Chennai,86,Car,45.08322743351782,3.4821461910281197,1,3.6911425071095563,0,1.2019130893552854
Trichy,Madurai,430,Bus,33.90306299507458,8.925140513724392,18,1.6875933605552718,1,7.930001720481837
Madurai,Trichy,71,Car,36.00842035249372,11.413239126039658,9,9.382043318344923,1,9.358535890721203
Coimbatore,Vellore,348,Bus,38.63561935932465,17.202202673994947,33,15.849022165661657,1,7.046241139885537
Chennai,Coimbatore,284,Truck,35.99613768449403,15.904468132724663,38,14.698392669518919,0,6.711633396757988
Salem,Chennai,478,Car,26.035740768728008,2.1174488533534856,17,6.4512692709116415,0,9.926475614553654
Coimbatore,Vellore,253,Truck,11.681749323858126,5.880875990372369,5,4.046287201691788,0,8.704710955029878
Coimbatore,Tirunelveli,438,Truck,8.88472381108907,10.226090803943173,35,2.9510596816224663,1,7.589365803027009
Tirunelveli,Thoothukudi,126,Truck,24.36323183176151,2.379494186687485,28,12.354605780822231,0,1.0581560931573089
Tirunelveli,Chennai,394,Bus,7.862457538322449,21.543165583870202,26,10.061148934064024,1,7.77981516403407
Vellore,Coimbatore,472,Van,24.408877350739377,9.914922580156189,37,16.48369794263795,0,1.0660620382843833
Kanchipuram,Kanchipuram,105,Car,21.06942232451192,9.365954587175905,42,12.318831413955731,0,4.595924662885568
Chennai,Coimbatore,342,Truck,27.03318542555406,18.651886369478376,4,9.35958496617114,0,2.9128802853085296
Salem,Coimbatore,45,Van,11.542560666946821,21.070191555534585,25,18.011652169933768,1,4.590564817759228
Vellore,Erode,451,Car,34.15116836752655,16.423383750600365,32,13.406790470032185,1,9.168016759948785
Coimbatore,Madurai,218,Car,8.741226247730818,12.124546497209039,42,18.804501236629804,0,4.682198480960908
Tirunelveli,Kanchipuram,363,Truck,8.471404123986252,6.490162377875355,1,11.254103384134252,0,4.877715317823619
Kanchipuram,Coimbatore,141,Bus,37.97423221648886,15.693068693017254,16,9.04697520757902,0,2.5477373857171086
Erode,Vellore,326,Bus,21.6721334674238,2.5363939831137876,34,13.348842224527386,1,7.274298225074621
Coimbatore,Vellore,100,Van,18.594549204116866,14.477310782873573,29,12.892924136351258,1,9.393281842132508
Madurai,Trichy,89,Truck,31.928505457350813,23.70796132520054,23,18.3075898728225,0,8.745172795445386
Salem,Trichy,140,Van,38.22860913333308,16.663596438819887,21,5.705515853213095,1,6.808763878855328
Salem,Tirunelveli,173,Bus,28.674015902463104,15.714067555597236,20,18.88872370804536,0,7.807249120931367
Madurai,Tirunelveli,396,Van,45.54938311945004,1.375934336774618,17,4.160923875899495,1,2.993773820166675
Vellore,Chennai,139,Van,14.848836350314672,17.103455025710605,12,9.855004160374758,1,1.8408166929104186
Kanchipuram,Madurai,318,Car,11.853420394742834,22.63813609953951,21,16.64200843849103,0,9.680607195371655
Erode,Trichy,176,Bus,17.828340266882666,17.934163295220248,46,8.968855993459034,0,3.8673615149034246
Erode,Salem,346,Bus,37.7478069728655,2.84821145929629,39,16.094045821102288,1,9.606276171451967
Salem,Tirunelveli,343,Bus,38.31034728181968,11.027929402809338,36,10.47420651935511,0,3.3067016306014905
Tirunelveli,Erode,484,Van,20.340062699794363,16.06779736449206,39,19.790387745157425,1,1.8277070346516031
Thoothukudi,Kanchipuram,318,Bus,45.74427595840687,2.002296350887133,8,4.702160225073855,1,8.948408793018494
Trichy,Madurai,489,Truck,23.338329017438085,3.0458826078110492,49,1.222167530947025,1,8.403189401939482
Vellore,Tirunelveli,330,Car,19.59952348099094,11.201638907480874,24,13.307413928402049,1,1.246733286610974
Madurai,Kanchipuram,361,Van,20.569680147497095,9.302975138534041,19,13.55162229866303,1,9.745975165412535
Trichy,Vellore,230,Van,44.874651234210766,16.534752503627107,10,9.613652511048468,1,7.528085028447083
Tirunelveli,Erode,182,Truck,41.145077688665005,23.56643057087408,41,3.5285224628306584,1,3.728917042385106
Chennai,Kanchipuram,350,Bus,49.85457394664218,13.010635633932942,36,6.789059016474675,1,2.9599527982397973
Trichy,Chennai,357,Van,40.404018802821135,7.198861842595321,48,12.925648367984639,1,3.4879532620431846
Trichy,Thoothukudi,89,Van,10.12183056198795,13.539681057245083,3,11.320509554868528,0,3.686698176804018
Vellore,Chennai,298,Car,11.976144944397452,8.563467247296026,49,4.157507861240909,1,5.326628697480357
Coimbatore,Erode,272,Car,14.917706373701147,20.657294433077453,8,2.612667637573093,0,5.1511199681061814
Kanchipuram,Kanchipuram,456,Car,18.951860901362704,3.0436690156273705,29,12.333901180176628,1,6.630218263981633
Kanchipuram,Tirunelveli,309,Bus,9.052071010255933,20.68522760558199,15,14.540560185238796,1,2.8868079218778075
Vellore,Coimbatore,440,Truck,42.998065286519385,19.84570696030564,40,5.155408888436199,0,2.6840668987565506
Trichy,Trichy,35,Bus,11.947788330011033,23.559362445619403,47,18.457772164161902,1,2.1926448510646646
Salem,Coimbatore,208,Car,9.314576380884386,14.591495713687115,12,16.703837301527688,0,8.636729952856644
Madurai,Chennai,116,Truck,24.52681030415731,7.962477494543174,35,10.687642569140667,1,7.924049859536464
Erode,Erode,63,Car,41.50752486609744,1.0848814254136852,45,12.13956141987407,0,1.0998485863150664
Erode,Vellore,130,Bus,20.03818780624853,1.9558669702166729,39,15.994768473247182,1,2.0758785298832017
Salem,Madurai,213,Van,37.14746200053083,21.96874674197778,20,17.62153901533202,0,3.843629550092433
Chennai,Thoothukudi,106,Van,14.16421088748763,3.513346926098039,38,17.31448990569632,1,7.485124192669649
Vellore,Tirunelveli,144,Car,30.44990038214737,16.195923146974156,5,6.129747475001137,0,8.943268719585614
Erode,Vellore,287,Truck,11.36781619086287,9.731906169475009,22,14.074365061111855,1,6.330395494857865
Salem,Vellore,119,Van,46.180771439926545,20.035917803998643,32,18.11513396381658,1,4.550531164828965
Coimbatore,Vellore,207,Car,41.47298879509262,6.323955838146628,26,16.720450702763813,1,7.729357283364761
Coimbatore,Salem,188,Van,16.30122049406742,13.26572854979338,22,0.7559346112708814,0,7.701951453581771
Madurai,Tirunelveli,374,Car,39.154841453437896,18.00517571033445,15,1.3180796702002204,1,8.944633060174077
Coimbatore,Vellore,316,Bus,10.980599831523119,12.656963535489895,48,11.889451763296824,1,5.5731335112712905
Thoothukudi,Erode,245,Car,38.91812533486138,8.69398996663091,26,12.66671686630477,0,6.409640187129873
Salem,Thoothukudi,466,Truck,9.489094281832399,16.63791825128892,1,1.2335367615150488,1,9.282469262846812
Salem,Kanchipuram,250,Car,19.273024896777905,6.0393329129190825,27,7.2541832327326565,0,1.6217548568979452
Kanchipuram,Vellore,435,Van,13.486647385116273,16.883016365605553,32,3.3148296935079697,1,4.237142712504085
Tirunelveli,Chennai,195,Car,16.444083169826776,19.24033301551873,28,6.150764665128691,1,1.252103183795605
Salem,Madurai,148,Bus,15.314424215858999,20.677492504028248,48,16.59688403470657,0,6.5405076807055975
Coimbatore,Vellore,32,Van,48.840343663188115,17.195972087963213,22,19.2552330377194,0,2.006036312430556
Chennai,Coimbatore,31,Van,17.775502136795744,5.494897771341353,1,13.114389707978068,0,5.138893598099376
Coimbatore,Trichy,13,Car,30.21903580115774,11.052724016648583,6,6.569570215148337,0,1.1770175008939565
Salem,Vellore,402,Bus,5.92147886063287,3.5514392777388926,32,18.66454144368618,1,6.131348666214335
Salem,Chennai,60,Truck,30.35680711186747,14.341233899826971,35,16.10002597213917,1,5.800361616416504
Kanchipuram,Vellore,114,Car,49.83648119348522,1.6306307897690488,48,5.746820878406993,0,4.607027305007207
Trichy,Chennai,236,Bus,21.847598077297114,14.865484488473315,48,5.44779837829919,0,1.1928118897480111
Kanchipuram,Vellore,106,Car,14.842061906264254,23.354676090130436,2,2.8174553961241413,0,2.775005396414282
Tirunelveli,Chennai,22,Van,34.69564232284923,14.14766661338668,40,12.03288762968317,1,6.684230431260397
Salem,Thoothukudi,222,Truck,33.22193156788934,6.504756159882184,36,13.385790003303772,1,7.360590042248886
Madurai,Trichy,494,Bus,29.172615734302667,3.667977537501714,33,0.7977409050476033,1,8.65476459479788
Trichy,Kanchipuram,96,Van,43.45560682545705,18.4122063303509,15,1.2094681925266355,0,1.3540896807991618
Kanchipuram,Kanchipuram,325,Bus,28.435269508851647,17.222743858276427,40,4.208067153309492,1,7.70309168372083
Tirunelveli,Tirunelveli,16,Van,34.74520618234331,6.777859205363908,42,19.53861543865764,0,2.426524043577041
Salem,Vellore,71,Truck,35.14647381818357,22.267651029084092,11,3.1819502265458217,1,8.728567525971624
Trichy,Madurai,15,Bus,48.092148279406096,14.054344824969215,22,1.6004519278872285,0,3.287599384019165
Trichy,Erode,89,Truck,26.380895839023903,7.782327632061136,16,2.3590315170720957,0,3.428219871001123
Trichy,Trichy,145,Car,39.974446337056214,14.512787992954141,29,3.088661357552519,1,4.6174377551831824
Vellore,Coimbatore,272,Van,34.60584597191934,11.83562370557328,31,18.17426414200803,0,8.074220055014594
Trichy,Tirunelveli,57,Truck,49.18095055010046,14.681845771408854,20,9.54294193899171,0,9.496261273473335
Erode,Coimbatore,485,Bus,47.368417330594674,16.167587787050735,40,9.410109397140712,0,4.360156377490375
Thoothukudi,Tirunelveli,209,Truck,24.06391024891782,19.049082801054425,49,17.84578628976155,1,2.6667831353207214
Thoothukudi,Trichy,344,Car,38.231283790946115,6.397916950045961,15,3.761392254298524,0,7.792069155514544
Erode,Trichy,452,Van,39.2297325335622,23.230191788149632,9,7.431514629386724,1,3.290112972408731
Thoothukudi,Erode,479,Bus,38.13635270885892,23.765306252458817,19,7.3151615824774145,1,2.184655124115257
Vellore,Trichy,168,Truck,25.799758527913543,13.500316184363397,47,17.406034282737767,0,6.971714693668965
Vellore,Thoothukudi,270,Car,38.58343034355951,16.110914294296713,17,9.694936913100014,1,4.774011750711876
Tirunelveli,Trichy,386,Truck,23.632862565179117,10.969557513341353,30,9.035563637178491,1,9.730884059029313
Madurai,Erode,171,Truck,28.27884302851472,19.911930486333482,20,6.388651266700676,0,6.394701495667608
Salem,Tirunelveli,107,Bus,25.62732110618781,12.460163901413763,11,15.766799409376931,1,2.3008903090650787
Tirunelveli,Trichy,101,Car,44.68804904647554,13.322518361422668,30,19.074101979601696,0,7.992867234598496
Kanchipuram,Kanchipuram,387,Bus,28.11817553397135,4.58727337801848,40,16.425038180771477,0,5.6351990413867314
Chennai,Madurai,274,Bus,22.260951608349878,2.8800561393610336,14,2.050555125354766,1,7.115246740400448
Chennai,Madurai,433,Truck,36.31317351849455,7.804462127500962,3,14.23538006872887,1,3.2515279751241133
Vellore,Erode,412,Van,27.55522585163418,10.368112519266447,19,1.7924062715602669,0,5.424093317654127
Chennai,Madurai,491,Bus,44.73845276973636,6.857159422801523,5,8.905488393831595,1,9.005728036814181
Thoothukudi,Chennai,489,Van,34.519232480078955,9.840409092182119,35,8.774554649375862,1,7.309527292372044
Madurai,Chennai,454,Truck,21.813305430666958,18.91011832250416,30,12.069327061636086,0,1.7085014308370012
Coimbatore,Madurai,363,Bus,30.99377691117872,17.70586492100761,46,9.003703870266792,0,1.3083781411691016
Vellore,Thoothukudi,236,Truck,22.58453902338788,14.903941109611596,1,3.420710082086157,0,6.9026646298744625
Chennai,Erode,327,Truck,33.569772121006714,6.749366330802496,15,5.276666192101221,0,2.616589402979423
Kanchipuram,Madurai,162,Van,9.970126261617446,1.883086163705332,13,1.063677761490724,0,9.952946732066021
Chennai,Chennai,227,Bus,23.834987387602585,16.63414939300116,36,3.9504723056642663,0,2.4538301193131553
Thoothukudi,Thoothukudi,305,Truck,40.551716239181054,15.441526077279537,36,3.158538266998787,1,8.909236856719717
Trichy,Erode,243,Bus,13.001878473697248,13.313176561292206,13,18.812629049856017,1,9.152645985047641
Madurai,Kanchipuram,454,Van,12.952625304267677,21.69530769638004,47,16.71191156386093,1,9.953843454488261
Thoothukudi,Madurai,155,Bus,17.006462927795482,2.6745584462720036,16,4.532231816304319,1,1.2787745740951764
Salem,Madurai,311,Bus,47.920564467819446,6.318115825560435,42,19.629205268906198,0,2.9033140761725713
Kanchipuram,Coimbatore,213,Van,19.6899419193663,3.989990743610477,39,5.41301505338474,1,3.105233860964229
Kanchipuram,Coimbatore,214,Car,35.438116189426154,16.924825028866593,16,14.266308493719928,0,7.075656223269906
Trichy,Coimbatore,166,Truck,31.93233772176466,15.420311496164379,4,12.98906556051216,0,9.93230941719311
Coimbatore,Salem,84,Van,41.56153965381703,17.491261541052083,30,0.9761083387874652,1,1.447113621155379
Salem,Madurai,279,Bus,6.690777093903446,2.936974152236365,24,16.931369371975,0,2.4037582467531022
Kanchipuram,Trichy,231,Car,46.542427455543354,17.1744315171587,43,6.0205633521335,0,9.28536702092688
Erode,Vellore,205,Car,5.74976438860326,11.47891393327998,45,7.988057070900179,1,6.945241980302195
Madurai,Erode,248,Van,47.87780318932731,1.774273247041762,30,1.7175066505729153,1,5.965411821043781
Tirunelveli,Erode,19,Van,48.33229259845007,15.18589843278019,43,3.9731547889005343,1,5.236744203793237
Vellore,Trichy,131,Car,8.64654436823391,7.919238134281345,19,1.447448715152508,1,3.0408119332676966
Trichy,Vellore,87,Car,31.231918889681346,19.181573418714507,34,15.216777234309324,0,6.102510424204198
Coimbatore,Salem,206,Car,36.31936042839779,9.862693298022764,11,17.67225785383707,0,2.2007904576243495
Coimbatore,Salem,178,Car,20.11597116148683,18.738201797305702,34,12.013324885316829,0,1.4480698995847208
Madurai,Thoothukudi,62,Truck,30.587791307072933,23.084487690594436,39,6.122572925224598,1,4.19679787795521
Thoothukudi,Vellore,13,Bus,13.376555240904237,2.8870815806920804,15,5.783177406195006,1,8.831351812222382
Kanchipuram,Coimbatore,464,Bus,14.367925402787918,18.17976037346535,2,19.660173981655944,1,8.422520845643298
Coimbatore,Vellore,388,Truck,46.78839636333437,15.382087290991688,32,5.031440669025653,0,6.73725735038476
Chennai,Kanchipuram,296,Truck,19.07259106783772,6.1730999567082705,21,14.374975162435778,1,7.140091982853832
Coimbatore,Vellore,127,Bus,23.37308701326051,17.827677435297538,48,19.50760625524538,1,9.64873658810178
Erode,Madurai,320,Truck,18.176370817139244,11.000831648641983,2,9.368441682477478,0,3.259720146136301
Thoothukudi,Coimbatore,68,Van,30.887712683467008,20.692593822652356,18,6.118784456830639,0,8.745213119896162
Vellore,Kanchipuram,192,Van,47.866287449698895,12.334948957799956,11,19.35189580034333,1,5.52030344678692
Erode,Salem,293,Bus,44.43269184777339,12.449775150790611,13,18.040267544210565,0,1.572994766874611
Thoothukudi,Coimbatore,486,Car,5.720009758116815,5.546912186408853,10,10.75813131649189,1,2.9841620337589023
Erode,Vellore,360,Truck,43.39222205215059,3.772134646503624,22,0.7914956452098211,1,3.761713930410824
Kanchipuram,Coimbatore,476,Van,48.729426274163814,16.929424742720208,1,6.144402656395723,0,6.72428507625237
Coimbatore,Coimbatore,147,Bus,12.144874395339123,19.785484954494624,46,5.195260214208168,0,1.289558161650212
Chennai,Vellore,444,Bus,21.69502355371154,3.4655890092761124,37,19.815461101472117,0,5.508283994563134
Tirunelveli,Erode,70,Van,8.874412759297407,3.3929045190073857,7,0.8540287036495626,0,5.479850858273438
Vellore,Coimbatore,190,Truck,28.870780543536906,23.44234946811881,5,13.481566287127006,1,1.577190293055696
Erode,Salem,360,Car,46.81465170947165,4.7056353339385915,48,7.965359752229614,1,4.0647868971070995
Coimbatore,Chennai,271,Van,42.80540001005736,23.94471827665221,1,12.453241492447,1,9.415463142378394
Madurai,Kanchipuram,123,Van,16.564860460391813,9.601841761193878,10,15.148629427449782,1,7.313385453250894
Erode,Salem,83,Truck,17.386525608993324,1.0138417482037472,34,14.922908820443137,1,7.997776545118149
Trichy,Tirunelveli,354,Truck,6.558617766141817,5.217533236964119,29,10.590733301995574,0,8.144745628132952
Thoothukudi,Kanchipuram,375,Bus,11.12732861516455,18.0606104986089,3,2.574281784227738,1,8.603931944524588
Madurai,Madurai,182,Car,33.775761737508226,7.085517213266488,1,15.333533960683125,0,9.124587619892988
Salem,Salem,465,Car,46.38870489093801,10.26118256083517,11,8.470339102311707,0,8.039121118977157
Coimbatore,Erode,91,Truck,32.595306973914695,8.71529864081205,36,17.726227174970795,0,6.615507449214287
Salem,Coimbatore,399,Truck,24.68808624156215,20.320246970521705,4,12.859611911518872,0,2.0022697285864406
Thoothukudi,Salem,134,Van,11.993101434418344,5.477913066659176,43,8.615943154004457,1,8.594677532688014
Kanchipuram,Salem,367,Car,48.67326206908744,4.916144406267756,18,13.01079863282331,0,2.0877962647340134
Chennai,Erode,14,Van,30.620285588335552,11.080629037370567,29,14.259286637100766,0,2.2986939588265454
Tirunelveli,Coimbatore,78,Car,40.70556393195287,3.8918632546575656,23,13.019199314278653,0,7.166855208008458
Vellore,Salem,136,Truck,46.55849409803984,21.06519904987846,25,11.335509156407566,1,4.239671538690692
Vellore,Chennai,262,Car,41.68725812470543,17.978841803793028,39,2.9852244781985906,0,3.6080596980336197
Chennai,Salem,137,Car,24.5825961136078,23.185700079147043,4,7.292521404530949,1,4.962676668038631
Erode,Coimbatore,400,Truck,48.64570692015404,22.791182548111273,30,10.281490696923596,1,1.293555301129317
Trichy,Thoothukudi,69,Car,48.78138204655869,16.009594038479506,9,12.599742186218407,0,7.325639948389739
Kanchipuram,Trichy,107,Bus,25.873787420077655,20.642221750599674,9,14.555039993613825,0,4.5741571336782
Tirunelveli,Vellore,422,Truck,41.5606132825023,13.660072785304727,42,8.645009718111359,1,1.8276540763793185
Coimbatore,Thoothukudi,190,Bus,7.5290866820031965,11.171089225565188,8,15.030317385452836,1,6.926014997046028
Trichy,Tirunelveli,133,Truck,39.192939213522095,17.725199032186655,20,4.5707416159205785,1,3.604357338492217
Salem,Vellore,145,Bus,38.84676960159703,5.909176034035011,6,8.590740086676727,1,2.6497482315645153
Salem,Tirunelveli,251,Car,23.358318710800038,7.965603016843857,38,10.767860070903335,0,6.940192284315175
Thoothukudi,Vellore,212,Car,20.669943381546478,4.1714304252517005,10,9.81653352494262,1,7.509299250328163
Erode,Madurai,284,Van,14.15664742896704,1.2485880697404166,21,3.807892580780517,1,3.1751597130625666
Coimbatore,Vellore,288,Truck,19.032164066371575,12.665643182568024,39,9.929624340316943,0,8.546865385923626
Tirunelveli,Salem,214,Truck,14.30458231090693,23.691753125158314,10,4.807275147023085,0,6.304396804928365
Coimbatore,Madurai,411,Bus,39.165805030698166,2.6117181336148847,5,17.06641236127384,1,6.46614665964275
Coimbatore,Madurai,221,Car,23.690129358671324,9.549828469883527,16,10.217759705428769,1,2.800552504334239
Thoothukudi,Erode,380,Bus,45.081955686047166,19.83629998120956,28,15.790380449441669,1,4.179837835584925
Thoothukudi,Kanchipuram,445,Car,44.355071240208645,9.745909045890498,47,6.320772207006582,0,4.888499900060544
Tirunelveli,Madurai,322,Bus,17.144568208850572,5.93952155638439,15,7.898526946557041,0,4.0986717868998195
Trichy,Coimbatore,21,Van,26.776208046185857,11.512457101586898,35,14.037116852740196,0,9.938796991640048
Madurai,Vellore,447,Bus,29.87119286992592,15.483438437742587,17,11.012658009449737,0,5.626389349600409
Vellore,Madurai,240,Car,20.09314114336193,18.718413193189196,16,17.25660145285992,0,4.697548248904913
Chennai,Tirunelveli,208,Van,39.89895553737471,15.193804233085746,5,7.001905139631523,0,2.264376672900669
Thoothukudi,Tirunelveli,37,Van,20.17613931692258,18.497928649871916,43,17.31200340956926,1,3.9731485290572506
Tirunelveli,Trichy,471,Car,29.214845086311392,11.664144566894013,15,8.082739554033516,1,1.9324505752549284
Trichy,Kanchipuram,279,Bus,35.9300559490308,16.687250898158812,26,10.83737215567763,0,1.8485175429781913
Madurai,Thoothukudi,138,Truck,23.867492193980034,10.613799549532223,4,2.351945528009521,1,6.2590044248485786
Thoothukudi,Kanchipuram,401,Van,40.700051986801384,12.26977624755181,30,14.477272940613192,1,7.201727504761546
Vellore,Kanchipuram,162,Bus,47.97090880533852,6.48020381713194,15,2.890812121203422,1,2.312169873454484
Tirunelveli,Tirunelveli,216,Van,18.66732368359359,10.654504129499982,23,1.5303604440440441,1,2.5977571784351827
Tirunelveli,Thoothukudi,238,Bus,20.84155129323058,5.158955457228517,15,1.9225385435225315,1,1.9921525793653014
Madurai,Chennai,395,Truck,36.65396364553356,1.1858142470184225,44,11.512929804691447,0,8.19165724965726
Salem,Thoothukudi,214,Truck,8.835751145090857,23.325154967793083,14,12.19923231460165,1,4.503343108245416
Coimbatore,Chennai,101,Car,16.460266159865938,7.841170756409364,21,13.567064625360539,1,4.572945025633085
Chennai,Vellore,157,Van,11.723141590666032,8.719524878281995,35,19.314254034279372,0,8.803033340165118
Trichy,Thoothukudi,270,Bus,43.95051223295707,1.8882486312557043,27,7.179947583963136,1,9.850287338824433
Kanchipuram,Chennai,81,Van,27.228425329579363,13.300872251062348,11,15.48827990600583,1,4.103792229505379
Coimbatore,Coimbatore,306,Bus,47.724171370121745,21.791679320255735,3,10.879439469900092,1,9.535225789348289
Erode,Coimbatore,416,Bus,17.67721756617064,7.34995749067431,20,12.091248857197028,0,6.660658287096678
Coimbatore,Kanchipuram,457,Truck,27.688022637329194,16.42226141264065,26,15.98427998360029,1,5.3968878759790355
Vellore,Madurai,165,Truck,6.685767431328253,8.93640655427273,47,16.706092845348756,1,8.81485083731852
Kanchipuram,Trichy,278,Car,38.742350357615415,8.196558089344522,12,11.792540669074203,0,4.840404495238784
Kanchipuram,Coimbatore,369,Truck,46.32018159039685,19.40784847216427,43,3.9996882157926095,1,7.632917616731423
Salem,Coimbatore,275,Car,49.633925123916384,3.075769028803216,20,18.835991679484547,1,2.497390904123198
Trichy,Tirunelveli,334,Truck,17.62354789825868,11.222134906062385,39,14.351186632564678,1,9.062432530596077
Vellore,Vellore,391,Truck,29.880847827599844,19.092207197782624,32,10.781868187856452,1,6.80618105606211
Erode,Salem,420,Van,46.02681702995029,14.8058872564339,2,12.930830833110143,1,6.538120971555523
Madurai,Coimbatore,396,Truck,38.217469193921886,13.197213441786165,43,10.911478851755408,0,5.002312669476456
Madurai,Vellore,439,Van,27.3684999684679,3.2943980053521518,8,19.334925767674086,0,7.970723790183201
